buffer,lon,lat,mean_TIN,mean_NO3,mean_NH4
10km,-98.6600586,42.3803308,436.1493779962713,154.72590706565163,281.42346954345703
10km,-98.5721016,29.4200763,330.24258492209697,140.42955675992098,189.8130330172452
10km,-98.5721016,40.2357266,412.1100769042969,152.78712116588247,259.3229557384144
10km,-98.5721016,40.5596231,426.1481309370561,155.69053476507014,270.4575958251953
10km,-98.5721016,40.8817333,431.45505593039775,155.93815474076703,275.5169011896307
10km,-98.5721016,41.2020435,438.7129509665749,157.4783040826971,281.23464757745916
10km,-98.5721016,41.520541,427.4503472068093,153.59675979614258,273.85358914462
10km,-98.5721016,41.8372138,440.54736120050603,158.664814342152,281.88254477761006
10km,-98.4945922,29.4251905,331.59246548739344,140.87574976140803,190.71671572598544
10km,-98.4119811,30.2767408,358.59458091042256,152.97149033979937,205.6230933449485
10km,-98.3964938,30.3500511,354.7247397682884,151.5065179304643,203.21821836991742
10km,-98.3964938,32.7074673,371.04212188720703,158.32617638327858,212.7159423828125
10km,-98.3964938,34.6612778,397.6314440640536,165.9541480324485,231.6772890957919
10km,-98.3964938,35.8825489,414.34127530184657,167.319035616788,247.022236217152
10km,-98.3516918,44.844023,426.71709927645594,133.50872733376244,293.2083712491122
10km,-98.2212979,26.4656319,249.15797458995473,108.90295756946911,140.25502048839223
10km,-98.2212979,27.0273057,261.8212689486417,113.50772493535823,148.3135417591442
10km,-98.2212979,29.8105572,371.29966735839844,158.44162126020953,212.85804921930486
10km,-98.2212979,30.7270349,349.93626681241125,149.60662564364347,200.32964463667437
10km,-98.2212979,31.2737682,361.4995609630238,154.16184442693537,207.33771792325106
10km,-98.2212979,32.1793404,390.09935274991125,165.93945728648794,224.15989685058594
10km,-98.2212979,33.2560382,381.2676974209872,163.60028284246272,217.66741249778053
10km,-98.2212979,37.6071593,467.7044303200462,183.07666605169123,284.62776322798294
10km,-98.2212979,38.615225,444.2875491055575,171.4147255637429,272.87282770330256
10km,-98.2212979,39.443669,410.96231495250356,155.6967887878418,255.26553067294034
10km,-98.2212979,39.7720227,430.5701640735973,161.4768059470437,269.09335673939097
10km,-98.1837513,31.0506585,357.1114585182884,152.1677589416504,204.94369714910334
10km,-98.1240635,29.702566,358.75090928511185,152.89810319380328,205.8528060913086
10km,-98.0465185,29.2683783,340.35188778963953,142.25229263305664,198.09959689053622
10km,-98.0465185,37.1096002,466.34169838645244,185.2048322504217,281.136869950728
10km,-98.0465185,37.9569553,453.5295937278054,178.16311714865944,275.36647657914597
10km,-98.0465185,40.110932,434.34708751331675,161.92657193270597,272.42051488702947
10km,-98.0028892,30.0537607,374.04543165727097,160.35968711159447,213.68574662642047
10km,-97.87216,28.9089085,311.5279769897461,127.72094969315962,183.80702348188922
10km,-97.87216,29.6477307,351.28983584317297,150.12760543823242,201.16222936456853
10km,-97.87216,32.7415519,386.03247625177556,166.47137416492808,219.5610948042436
10km,-97.8629829,40.1439151,442.5194688276811,164.78324994173917,277.7362122969194
10km,-97.7023716,45.4167482,402.2945182106712,138.2779679731889,264.0165516246449
10km,-97.6982272,26.4948223,264.1993207064542,115.18376853249289,149.01555529507723
10km,-97.6982272,26.8697147,271.2776350541548,117.61577016657048,153.6618669683283
10km,-97.6982272,27.4308339,272.04365608908915,116.1593905362216,155.8842669400302
10km,-97.6982272,30.2097015,383.1133922230114,164.5332586115057,218.58012528852984
10km,-97.6982272,31.8507607,396.18741954456675,170.5084367231889,225.67898074063388
10km,-97.6982272,33.2895861,389.45807508988815,169.4155731201172,220.04249572753906
10km,-97.6982272,33.6460993,420.4365997314453,181.50796924937856,238.92862978848544
10km,-97.6982272,38.3164433,469.2972412109375,184.27462907270953,285.0226128318093
10km,-97.6982272,38.8174853,430.5155889337713,166.66218393499202,263.85340395840734
10km,-97.6982272,39.1493836,437.32905023748225,167.9675397005948,269.36151400479406
10km,-97.6982272,39.4795571,444.8742023814808,168.51231106844816,276.36189339377665
10km,-97.6982272,39.807989,449.2991180419922,169.75671664151278,279.5423958518288
10km,-97.6982272,43.3017202,458.0499281449751,157.69883832064542,300.35108323530716
10km,-97.6982272,44.0643951,475.6235074129972,153.23940762606534,322.3841094970703
10km,-97.6697675,38.0239001,472.0231267755682,186.2022150213068,285.8209145285866
10km,-97.654811,29.7986218,360.0174137462269,154.8761777010831,205.14123743230647
10km,-97.6114217,37.2236052,495.2321499911222,197.54729461669922,297.68484774502843
10km,-97.5680595,41.1526688,487.60839288884944,170.85912704467773,316.7492648037997
10km,-97.5247243,27.9999695,310.4396771517667,128.36018510298297,182.07949100841176
10km,-97.5247243,29.4834878,347.8404374556108,148.63280383023348,199.20762981068003
10km,-97.5247243,31.134411,388.1024232344194,167.59163735129616,220.5107879638672
10km,-97.5247243,35.9404623,472.82300359552556,192.7455229325728,280.07748135653407
10km,-97.5247243,40.1460895,467.1528029008345,173.16163982044566,293.99115961248225
10km,-97.5247243,40.4710119,456.4089924205433,165.73583568226206,290.6731560446999
10km,-97.5247243,40.7941448,473.6136557839134,167.5882901278409,306.02536704323506
10km,-97.5091611,28.0366818,313.17356525767934,129.41815220225942,183.75541444258258
10km,-97.4394777,35.2225668,457.9005487615412,195.018723227761,262.88182830810547
10km,-97.4030193,27.796399,309.62393812699753,129.53939091075551,180.08454132080078
10km,-97.3516558,28.5673709,338.10932020707565,138.7458829012784,199.36343349109995
10km,-97.3516558,29.1235194,354.450439453125,149.12203563343394,205.32840381969106
10km,-97.3516558,30.0458708,377.1891958063299,163.24492333152077,213.94427247480914
10km,-97.3516558,32.7732044,407.8436535921964,176.43460325761274,231.40905137495562
10km,-97.3516558,35.254964,462.24456787109375,196.54701440984553,265.6975492997603
10km,-97.3516558,38.0025215,499.78502863103694,197.52176319469106,302.26326474276453
10km,-97.3516558,43.6310744,464.7249790538441,159.36353302001953,305.36144117875534
10km,-97.2861572,40.6536172,492.1765608354048,173.37114680897105,318.80541090531784
10km,-97.179026,31.5182285,421.45590764825994,181.43356011130592,240.02234719016334
10km,-97.179026,38.349424,489.1597151322798,192.6883298700506,296.47139115767044
10km,-97.179026,38.8505977,474.8931066339666,185.43668088045987,289.45642505992544
10km,-97.179026,39.34792,463.9049058393999,177.7198600769043,286.18504125421697
10km,-97.179026,39.8413319,473.6275274103338,178.94676902077416,294.68075769597834
10km,-97.179026,40.1680732,496.9537173184481,182.40384431318805,314.5498740456321
10km,-97.179026,40.4930367,505.18056418678975,179.45328348333186,325.7272782759233
10km,-97.179026,43.3355563,457.9341832941229,159.3988019769842,298.5353802767667
10km,-97.149207,37.114194,532.5030878240412,213.22385198419744,319.27923306551844
10km,-97.1215579,47.071168,357.571137861772,129.63735164295542,227.93378795276988
10km,-97.1142063,37.3875221,534.2540213844993,213.67812104658648,320.57589929754084
10km,-97.0383712,37.0619736,529.597597989169,212.55440937389028,317.0431865345348
10km,-97.0335771,45.611639,398.10059148615056,141.58420077237216,256.51639210094106
10km,-97.0068393,28.7712909,373.2030043168501,159.7708854675293,213.4321185025302
10km,-97.0068393,31.1636412,417.0075746016069,180.8168040188876,236.1907723166726
10km,-97.0068393,36.1449988,487.9413604736328,199.6242544000799,288.31710191206497
10km,-97.0068393,42.8829344,464.55054127086294,164.21105402166194,300.33948516845703
10km,-96.9209135,37.2660235,538.3294788707386,216.33104844526812,321.9984359741211
10km,-96.8758665,37.3761342,536.9688207452947,215.99466185136274,320.9741509177468
10km,-96.8350999,29.3359054,379.30300348455256,168.2553842717951,211.04761747880414
10km,-96.8350999,29.8896442,391.915000221946,173.33253583041105,218.58245814930308
10km,-96.8350999,32.8024682,436.0971846147017,187.4081687927246,248.68901894309303
10km,-96.8350999,35.6342646,500.4689081365412,208.12268482555044,292.3462253917347
10km,-96.8350999,37.8649441,541.4860798228871,215.3541627363725,326.13191708651453
10km,-96.8350999,39.3686475,485.2258508855646,188.23127538507634,296.9945796619762
10km,-96.8350999,41.9540153,512.2265486283736,175.87278192693537,336.3537729436701
10km,-96.8350999,43.2026862,474.43746809525925,165.5593799244274,308.8780975341797
10km,-96.8350999,43.6631787,466.24827367609197,162.24788561734286,304.00038840553975
10km,-96.7983877,44.3113573,463.7378456809304,159.59152672507545,304.1463248512962
10km,-96.7922355,38.9984685,486.21904823996806,190.37927904996005,295.8397743918679
10km,-96.7898034,46.8771863,377.44284265691584,137.9174322648482,239.52541212602094
10km,-96.7716691,34.0903751,477.1618735573509,202.44638720425692,274.71548947420985
10km,-96.7065914,36.2918339,502.1449917879972,206.7956647005948,295.349326393821
10km,-96.7065914,42.8621348,474.1619241887873,167.61890654130414,306.5430145263672
10km,-96.7025764,40.8136634,595.9996171431108,194.14042455499822,401.8591960560192
10km,-96.6930303,30.5313152,414.77956806529653,181.87993136319247,232.89963323419744
10km,-96.663812,30.4500257,413.0853514237837,181.4080467224121,231.67730712890625
10km,-96.663812,33.7062406,476.5004508278587,203.0701508955522,273.43029369007456
10km,-96.663812,38.7144832,509.27817466042256,199.89829046075994,309.37988836115056
10km,-96.663812,40.1989041,520.3122433749112,188.2880769209428,332.0241664539684
10km,-96.663812,41.168563,631.1090490167791,199.22315874966708,431.8858920010653
10km,-96.663812,41.6472611,567.2752227783203,187.74546640569514,379.5297622680664
10km,-96.5783387,38.3007661,519.9727505770596,205.45130504261363,314.52144345370203
10km,-96.5730004,30.3111855,412.58972098610616,181.9988153631037,230.59090839732778
10km,-96.536658,33.7556593,471.1839127974077,200.72598960182884,270.45792111483485
10km,-96.5356449,42.1685528,510.44495877352625,177.77564100785688,332.6693101362749
10km,-96.5018468,46.4087398,389.37468996914953,141.45667370882902,247.91802007501775
10km,-96.4929797,29.5378648,385.3440510142933,175.37762659246272,209.96642199429598
10km,-96.4929797,31.0080004,431.55496354536575,188.6710628162731,242.8838972611861
10km,-96.4929797,33.1795213,452.3736877441406,193.89543984153053,258.47824651544744
10km,-96.4929797,34.2481072,499.92813387784093,211.6827735900879,288.2453682639382
10km,-96.4929797,39.717719,496.767426924272,189.33330535888672,307.4341222589666
10km,-96.3971233,33.9924186,483.38674233176494,205.19166703657672,278.19507598876953
10km,-96.3699632,30.6743643,424.74225130948156,187.27300817316228,237.46924244273794
10km,-96.365157,30.2352956,422.43145127729935,187.48491356589577,234.94653736461294
10km,-96.3344068,30.627977,424.6766419844194,187.4922585920854,237.18437957763672
10km,-96.3226072,30.6504141,426.20194244384766,188.1230170510032,238.0789233121005
10km,-96.3226072,32.6494596,451.86904352361506,195.5364997170188,256.3325403386896
10km,-96.3226072,35.4878871,532.5866865678267,221.8651213212447,310.7215590043501
10km,-96.3226072,39.3976344,500.87271534312856,194.21165986494586,306.6610502763228
10km,-96.2891703,37.8239167,547.3089225075462,219.67882468483666,327.6301026777788
10km,-96.2800864,29.8711291,398.50271259654653,180.25157061490145,218.25113782015714
10km,-96.2800864,37.1738044,545.5479639226741,221.50508880615234,324.0428806651722
10km,-96.2375947,36.6189367,533.8892586447976,217.9016349098899,315.9876278963956
10km,-96.195132,40.1025817,523.4899264248935,192.9385424527255,330.55139229514384
10km,-96.195132,41.3148116,639.1468866521662,207.29743333296344,431.8494567871094
10km,-96.1526985,29.3690932,404.14734441583806,186.76756251942027,217.37977808172053
10km,-96.1526985,31.7534889,450.7242792302912,197.8011869950728,252.92309154163706
10km,-96.1526985,33.1967938,474.6791825727983,203.66054396195844,271.01863861083984
10km,-96.1526985,33.5544296,487.61797402121806,208.84988403320312,278.76808027787644
10km,-96.1526985,37.3936365,550.7397474809127,223.91817543723366,326.8215706565163
10km,-96.1526985,37.9025905,543.6369185014205,218.35097364945844,325.28594693270594
10km,-96.1526985,38.4078037,509.22911210493606,201.9690170288086,307.26009646329015
10km,-96.1526985,38.9092089,531.3804570978338,208.68562178178266,322.69482976740056
10km,-96.1526985,43.0869936,496.95712973854756,173.01893650401723,323.9381921941584
10km,-95.9832577,28.8204837,424.1918418190696,192.74002803455699,231.4518189863725
10km,-95.9832577,30.4829853,456.7391718084162,202.75766962224787,253.9815007990057
10km,-95.9832577,31.2152685,452.44381575150925,199.7933578491211,252.65046483820134
10km,-95.9832577,34.4509901,538.5657279274681,227.85400251908735,310.71172748912466
10km,-95.9832577,35.6795873,530.3311628861861,220.9566456187855,309.3745283647017
10km,-95.9832577,42.001594,522.8656366521662,181.7500457763672,341.11558671431106
10km,-95.9491562,37.7989253,534.6566203724254,216.33994015780362,318.31667535955256
10km,-95.940971,30.9888479,461.88204539905894,204.266413601962,257.6156248612837
10km,-95.940971,36.6770984,532.6836922385476,217.99177204478872,314.69191187078303
10km,-95.875695,34.171086,509.77400623668325,217.2170146595348,292.55698949640447
10km,-95.8245093,29.7857765,459.1332189386541,208.27671987360173,250.85649525035512
10km,-95.8142885,29.5692614,455.40201846036047,207.69018762761897,247.71183291348544
10km,-95.8142885,32.1321367,452.35892001065343,199.65440229936078,252.70451701771128
10km,-95.8142885,32.4936974,462.75313914905894,203.63227913596413,259.12086209383875
10km,-95.8142885,34.9879281,541.6845203746449,226.10694469105113,315.5775638927113
10km,-95.8142885,37.240253,567.2771523215554,231.12915247136897,336.14799707586116
10km,-95.8142885,37.5808413,531.3841511119496,216.02302343195134,315.3611311479048
10km,-95.8142885,37.9197853,536.82965087890625,217.2180713306774,319.61157642711294
10km,-95.8142885,38.2570639,527.0618577436967,210.86167110096324,316.20018768310547
10km,-95.8142885,39.0928449,519.0296811190518,203.23675363714045,315.7929250543768
10km,-95.8142885,39.4241422,517.638427734375,200.8016059181907,316.8368225097656
10km,-95.8142885,40.4074745,536.2558510520241,192.79092025756836,343.46493391557175
10km,-95.7760598,30.3654842,477.0932027643377,212.87004366787997,264.22315840287644
10km,-95.745817,36.188987,530.7982011274858,219.453256780451,311.34493949196553
10km,-95.7013701,36.5298152,528.4187497225674,217.12677071311256,311.29197970303625
10km,-95.6963355,30.3882613,484.45534376664597,216.20900275490501,268.2463365034624
10km,-95.6937856,29.9716905,488.2462324662642,220.03352876143023,268.21269780939275
10km,-95.684429,38.6100099,522.9611802534623,208.87258009477094,314.08860570734197
10km,-95.6457951,30.6815394,483.6185330477628,215.6882455999201,267.93028744784266
10km,-95.6457951,33.75694,517.1842346191406,221.57000385631216,295.61423631147903
10km,-95.6457951,35.3466151,540.5005451549183,225.3693937821822,315.1311458240856
10km,-95.6457951,38.6009003,521.9496154785156,208.65385020862925,313.2957618019798
10km,-95.6457951,40.0898025,505.9775016091087,189.1219114823775,316.8555991432884
10km,-95.6337114,38.0843917,530.1337002840909,214.14798320423472,315.98571569269353
10km,-95.5519282,38.1544693,530.2747539173473,214.1793694929643,316.09538338401103
10km,-95.5455752,44.8099575,511.1400618119673,166.0560503872958,345.08400934392756
10km,-95.5223628,28.8604252,477.74670965021306,217.2277148853649,260.5189874822443
10km,-95.5197394,33.9851472,529.0018255060369,226.28767186945134,302.7141550237482
10km,-95.5096821,34.01066,530.5811920166016,227.00456376509234,303.5766275579279
10km,-95.4777811,29.2131857,485.1728307550604,221.14071239124644,264.0321225253019
10km,-95.4777811,30.3213482,504.55981861461294,225.92449881813744,278.6353253451261
10km,-95.4777811,31.2377559,474.966045032848,211.47091917558149,263.4951255104759
10km,-95.4777811,33.2282942,476.1148418079723,208.0710906982422,268.0437518033114
10km,-95.4777811,39.770047,523.5862967751243,200.7174106944691,322.8688895485618
10km,-95.4318847,29.16941,489.207163030451,222.95270538330078,266.25446042147547
10km,-95.3946967,39.0444449,530.6767827814275,209.74971424449575,320.92706298828125
10km,-95.3787275,38.5147604,526.5263963179154,211.4905776977539,315.0358158458363
10km,-95.3701108,29.7600771,527.8662040016868,239.3476465398615,288.51855884898794
10km,-95.3671759,32.4348674,440.3176089200106,198.57271575927734,241.74489524147728
10km,-95.3527475,34.589545,558.5418756658381,236.8789360739968,321.6629333496094
10km,-95.3520876,32.8296216,467.0413804487749,207.52828112515536,259.5130986300382
10km,-95.3520876,39.5701137,528.8740678267045,205.39166051691228,323.48241424560547
10km,-95.3102505,29.7751825,533.4301397150213,242.00599739768288,291.42414647882634
10km,-95.3102505,32.3352505,437.23135792125356,197.93215318159625,239.2992082075639
10km,-95.3102505,34.4820384,564.7768291126598,240.65439120205966,324.12243444269353
10km,-95.3102505,35.7111198,539.9404643665661,223.70374020663175,316.23671791770244
10km,-95.3102505,37.2639041,571.1098064075817,233.926513671875,337.1832989779386
10km,-95.3102505,37.6045688,551.5435028076172,226.0579702203924,325.4855325872248
10km,-95.3102505,37.9435853,537.5747056440873,219.99247672341087,317.58221712979406
10km,-95.3102505,38.2809328,521.0912239768288,211.1852500221946,309.9059781161222
10km,-95.3102505,38.6165913,527.2019306529652,211.33366879549894,315.8682632446289
10km,-95.3102505,39.2827652,534.2266693115234,209.95774286443537,324.2689271406694
10km,-95.275252,38.4889038,527.4328349720348,212.45229755748403,314.98053255948156
10km,-95.2686366,38.615768,527.8296342329545,211.77566146850586,316.05397380482066
10km,-95.2684437,38.9107835,526.4269395308061,209.02594063498756,317.4010023637251
10km,-95.260098,29.7186036,534.6469775113193,242.78589248657227,291.86108606511897
10km,-95.2505173,35.7975986,541.6995572176846,224.12083296342328,317.57872356068003
10km,-95.1863603,38.775007,528.2090440229936,211.07652698863637,317.13252188942647
10km,-95.1849219,33.1959954,475.66300548206675,210.28360678932884,265.3793993863192
10km,-95.1849219,39.8245628,523.4962199818004,202.1168864857067,321.37934043190694
10km,-95.1849219,43.4049388,535.013505415483,178.7958571694114,356.2176465121183
10km,-95.1432068,31.0687648,492.7451352206144,221.5024649880149,271.2426709261808
10km,-95.1432068,31.7981828,452.73249262029475,204.8496100685813,247.88288601962003
10km,-95.1432068,36.7571907,562.9136116721413,231.10209794477984,331.8115220503374
10km,-95.1146533,29.7760599,554.2274121371182,251.72939508611506,302.49801843816584
10km,-95.0899613,37.0372916,566.7570620450107,232.99044799804688,333.7666126598011
10km,-95.0802398,34.950932,554.6595916748047,234.01323145086116,320.64636438543147
10km,-95.0733077,37.8958708,542.5033819025213,223.36751833829013,319.1358691128817
10km,-95.0513172,29.4607876,541.714433149858,246.9508618441495,294.7635775479403
10km,-95.018246,39.1713075,537.4894090132279,213.45947681773794,324.02993843772197
10km,-94.9974461,32.9567043,455.94765403053975,205.84495544433594,250.1026909568093
10km,-94.9774274,29.7355047,566.7395220669833,257.4932923750444,309.2462269176136
10km,-94.976654,32.7099747,443.3502696644176,202.50572482022372,240.84454345703125
10km,-94.976654,33.2493126,477.7803400213068,212.37918160178444,265.4011625810103
10km,-94.976654,33.6072302,518.3719579523259,226.0612099387429,292.3107473200018
10km,-94.976654,35.8994729,555.6360182328658,229.22726093639028,326.4087531349876
10km,-94.969956,35.91537,555.8601060347123,229.2601082541726,326.5999915383079
10km,-94.9249499,34.3934357,576.164511940696,247.80961400812322,328.35490486838603
10km,-94.8520636,29.3763499,534.1395790793679,243.68013312599876,290.4594469937411
10km,-94.8520636,38.845412,531.8461692116477,213.9718149358576,317.87435843727803
10km,-94.8382948,38.4258511,529.8966688676314,215.77918728915128,314.1174774169922
10km,-94.8263281,33.8956647,554.5018005371094,240.2078288685192,314.29396681352097
10km,-94.8105955,30.1633593,577.9260073575107,260.68858822909266,317.2374232899059
10km,-94.8105955,30.7150882,540.4419403076172,244.54426990855825,295.8976690118963
10km,-94.8105955,32.1741887,420.9449934525923,195.43383095481178,225.5111680464311
10km,-94.8105955,34.1481711,575.2655168013139,248.66857632723722,326.59693908691406
10km,-94.8105955,36.4263135,560.0288404984908,229.53499048406428,330.4938493208452
10km,-94.8105955,36.7710787,571.6072970303622,233.90250396728516,337.7047999988903
10km,-94.8105955,37.1142482,567.0368014248935,233.65281469171697,333.3839929754084
10km,-94.8105955,37.455799,560.7237271395596,231.37130390514028,329.3524232344194
10km,-94.8105955,37.7957092,524.5471468838779,217.36725130948153,307.1798941872337
10km,-94.8105955,38.1339574,531.9602855335582,219.00714388760653,312.9531492753462
10km,-94.8105955,38.6381689,530.324160489169,214.85226440429688,315.4719009399414
10km,-94.7977277,36.2050851,563.7754572088069,231.080209905451,332.6952396739613
10km,-94.7880057,36.9545117,568.5053627707741,233.47114771062678,335.03420673717153
10km,-94.7691586,33.122847,469.5833670876243,211.64086081764916,257.94251667369497
10km,-94.7691586,35.5155322,557.8758836226029,231.6559593894265,326.21992284601384
10km,-94.7391045,34.0292764,565.2148548473011,244.92532209916547,320.2895327481356
10km,-94.7355042,37.0236759,563.9737895618786,232.0008212002841,331.97296142578125
10km,-94.70496,37.410884,567.4633539373225,234.11852611194956,333.34482158314097
10km,-94.7043982,37.1708926,561.5179984352806,231.57153805819425,329.94645760276103
10km,-94.6863782,29.7524956,574.1002044677734,261.02084697376597,313.07934500954366
10km,-94.6853287,30.6497617,565.4171794544567,255.4321282126687,309.98505124178797
10km,-94.6826961,29.7730001,576.2193076393821,261.86810025301844,314.3512129350142
10km,-94.6500907,34.6458101,589.1866052800959,252.3536737615412,336.83293221213603
10km,-94.645035,31.6353071,481.0213428844105,220.4573017467152,260.5640432184393
10km,-94.645035,34.8622042,548.8803655450994,232.87122414328834,316.00913793390447
10km,-94.645035,35.9127307,550.6860920299183,225.74073097922584,324.9453617442738
10km,-94.6055102,37.2744997,563.8986247669567,232.80940107865766,331.08922784978694
10km,-94.5318982,38.8119527,550.2049921209162,222.87203216552734,327.3329544067383
10km,-94.479976,33.4473287,509.6338154185902,226.60834433815697,283.0254752419212
10km,-94.479976,36.2661518,545.8516582142223,220.84671852805397,325.00494107333094
