buffer,lon,lat,mean_TIN,mean_NO3,mean_NH4
10km,-96.7922355,38.9984685,40.51825393329967,15.864939906380393,24.653313983570445
10km,-96.7898034,46.8771863,31.453570452603426,11.493119456551291,19.96045073595914
10km,-96.7716691,34.0903751,39.76348946311257,16.87053207917647,22.892957080494273
10km,-96.7065914,36.2918339,41.845416589216754,17.232972145080566,24.61244383725253
10km,-96.7065914,42.8621348,39.5134936246005,13.968242125077682,25.54525158622048
10km,-96.7025764,40.8136634,49.666635166515,16.17836822162975,33.48826668479226
10km,-96.6930303,30.5313152,34.56496334075928,15.156661163676869,19.408302783966064
10km,-96.663812,30.4500257,34.42377888072621,15.117337010123514,19.306442390788686
10km,-96.663812,33.7062406,39.708370728926226,16.92251292142001,22.78585772080855
10km,-96.663812,38.7144832,42.439847772771664,16.658190857280385,25.78165695884011
10km,-96.663812,40.1989041,43.35935332558372,15.690673091194846,27.6686805378307
10km,-96.663812,41.168563,52.59242144497958,16.60193005475131,35.99049126018178
10km,-96.663812,41.6472611,47.27293595400724,15.645455663854426,31.62747998671098
10km,-96.5783387,38.3007661,43.331062750382856,17.120942072434858,26.2101205479015
10km,-96.5730004,30.3111855,34.38247654654763,15.166567845778031,19.215909307653252
10km,-96.536658,33.7556593,39.26532597975297,16.72716591574929,22.538160107352518
10km,-96.5356449,42.1685528,42.53707911751487,14.81463657725941,27.72244254025546
10km,-96.5018468,46.4087398,32.44789140874689,11.78805609182878,20.65983486175537
10km,-96.4929797,29.5378648,32.11200445348566,14.6148024038835,17.497201746160332
10km,-96.4929797,31.0080004,35.96291394667192,15.722588582472367,20.240325407548383
10km,-96.4929797,33.1795213,37.69780722531405,16.157953435724433,21.539853832938455
10km,-96.4929797,34.2481072,41.66067747636275,17.640231002460826,24.020447037436746
10km,-96.4929797,39.717719,41.39728598161177,15.77777537432584,25.619510130448774
10km,-96.3971233,33.9924186,40.28222890333696,17.09930558638139,23.18292301351374
10km,-96.3699632,30.6743643,35.39518763802268,15.606084130027078,19.78910355134444
10km,-96.365157,30.2352956,35.202621113170274,15.623743013902144,19.5788781859658
10km,-96.3344068,30.627977,35.389720396562055,15.624354665929621,19.765365210446443
10km,-96.3226072,30.6504141,35.51682871038263,15.676918029785156,19.83991050720215
10km,-96.3226072,32.6494596,37.6557542627508,16.294708121906627,21.36104531721635
10km,-96.3226072,35.4878871,44.38222295587713,18.488759777762674,25.893463654951617
10km,-96.3226072,39.3976344,41.73939375443892,16.18430506099354,25.555087783119895
10km,-96.2891703,37.8239167,45.609077887101606,18.306568535891447,27.30250800739635
10km,-96.2800864,29.8711291,33.20855938304555,15.020964514125478,18.18759484724565
10km,-96.2800864,37.1738044,45.4623309915716,18.458757270466197,27.003573591058906
10km,-96.2375947,36.6189367,44.490771380337804,18.1584696336226,26.332302006808195
10km,-96.195132,40.1025817,43.62416146018288,16.078211871060457,27.545949935913086
10km,-96.195132,41.3148116,53.2622408433394,17.274786038832232,35.987454847856
10km,-96.1526985,29.3690932,33.67894519459117,15.563963629982688,18.11498178135265
10km,-96.1526985,31.7534889,37.56035648692738,16.483432032845236,21.07692458412864
10km,-96.1526985,33.1967938,39.55659848993475,16.971711852333762,22.584886984391645
10km,-96.1526985,33.5544296,40.63483082164418,17.404157161712646,23.230673443187367
10km,-96.1526985,37.3936365,45.89497843655673,18.659848083149303,27.235131177035246
10km,-96.1526985,37.9025905,45.30307657068426,18.19591452858665,27.107162388888273
10km,-96.1526985,38.4078037,42.43575928427956,16.83075167916038,25.60500786521218
10km,-96.1526985,38.9092089,44.28170412236994,17.39046859741211,26.891235785050824
10km,-96.1526985,43.0869936,41.413094173778184,14.41824460029602,26.994849465110086
10km,-95.9832577,28.8204837,35.34932015158913,16.06166917627508,19.287651495500043
10km,-95.9832577,30.4829853,38.06159721721303,16.89647275751287,21.165124806490812
10km,-95.9832577,31.2152685,37.70365168831565,16.649446444077924,21.05420528758656
10km,-95.9832577,34.4509901,44.880477385087445,18.987833976745605,25.892643841830168
10km,-95.9832577,35.6795873,44.19426493211226,18.413053772666238,25.78121029246937
10km,-95.9832577,42.001594,43.57213601199064,15.145837480371648,28.426298921758477
10km,-95.9491562,37.7989253,44.5547178441828,18.028328375382856,26.52638920870694
10km,-95.940971,30.9888479,38.49017013203014,17.02220140803944,21.467968593944203
10km,-95.940971,36.6770984,44.39030733975497,18.165981206026945,26.22432622042569
10km,-95.875695,34.171086,42.48116701299494,18.1014179316434,24.37974921139804
10km,-95.8245093,29.7857765,38.2611009424383,17.356393510645088,20.904707475142047
10km,-95.8142885,29.5692614,37.95016808943315,17.307515707882967,20.642652424899016
10km,-95.8142885,32.1321367,37.69657672535289,16.63786693052812,21.058709794824775
10km,-95.8142885,32.4936974,38.56276165355336,16.96935658021407,21.593404986641623
10km,-95.8142885,34.9879281,45.14037600430575,18.842245622114703,26.298130468888715
10km,-95.8142885,37.240253,47.27309573780406,19.26076264814897,28.01233334974809
10km,-95.8142885,37.5808413,44.2820127660578,18.001918619329278,26.28009406003085
10km,-95.8142885,37.9197853,44.73580343073065,18.101505843075838,26.6342979777943
10km,-95.8142885,38.2570639,43.921821334145285,17.571805867281828,26.350015596909955
10km,-95.8142885,39.0928449,43.252473224293105,16.936396382071756,26.316077058965508
10km,-95.8142885,39.4241422,43.13653581792658,16.733467318794943,26.40306854248047
10km,-95.8142885,40.4074745,44.687987847761676,16.065910252657805,28.622078115289863
10km,-95.7760598,30.3654842,39.757766636935145,17.739170681346547,22.01859643242576
10km,-95.745817,36.188987,44.23318377408114,18.287771355022084,25.945411682128906
10km,-95.7013701,36.5298152,44.0348954634233,18.09389729933305,25.940998510880902
10km,-95.6963355,30.3882613,40.37127824263139,18.017417300831188,22.353861158544365
10km,-95.6937856,29.9716905,40.687185374173254,18.33612758463079,22.351058526472613
10km,-95.684429,38.6100099,43.58009867234664,17.406048341230914,26.17405028776689
10km,-95.6457951,30.6815394,40.30154479633678,17.97402048110962,22.327523664994672
10km,-95.6457951,33.75694,43.09868656505238,18.464166857979514,24.634519490328703
10km,-95.6457951,35.3466151,45.04171172055331,18.780782959677957,26.260929281061347
10km,-95.6457951,38.6009003,43.49580192565918,17.38782059062611,26.107980424707588
10km,-95.6457951,40.0898025,42.16479327461936,15.760159102353184,26.4046330018477
10km,-95.6337114,38.0843917,44.177808414806016,17.845665151422676,26.33214282989502
10km,-95.5519282,38.1544693,44.189562884244054,17.848280689933084,26.341282324357465
10km,-95.5455752,44.8099575,42.59500520879572,13.838004198941318,28.757000836459074
10km,-95.5223628,28.8604252,39.812226208773524,18.102309747175738,21.709915681318805
10km,-95.5197394,33.9851472,44.08348560333252,18.857306003570557,25.226179296320137
10km,-95.5096821,34.01066,44.21509890122847,18.91704693707553,25.298052180897106
10km,-95.4777811,29.2131857,40.43106946078214,18.42839288711548,22.00267679041082
10km,-95.4777811,30.3213482,42.04665210030296,18.82704145258123,23.21961056102406
10km,-95.4777811,31.2377559,39.5805045041171,17.62257619337602,21.95792718367143
10km,-95.4777811,33.2282942,39.67623753981157,17.339257673783735,22.336979735981334
10km,-95.4777811,39.770047,43.63219139792702,16.726451180197976,26.90574073791504
10km,-95.4318847,29.16941,40.76726375926625,18.579392303120006,22.187871629541572
10km,-95.3946967,39.0444449,44.22306511618874,17.47914283925837,26.743921973488547
10km,-95.3787275,38.5147604,43.87719943306663,17.62421516938643,26.252984567122027
10km,-95.3701108,29.7600771,43.98885076696222,19.945637139407072,24.043213410810992
10km,-95.3671759,32.4348674,36.693134567954324,16.54772645776922,20.14540776339444
10km,-95.3527475,34.589545,46.54515569860285,19.739911686290394,26.80524479259144
10km,-95.3520876,32.8296216,38.92011495070024,17.294023340398613,21.626091740348123
10km,-95.3520876,39.5701137,44.07283973693848,17.115971305153586,26.95686773820357
10km,-95.3102505,29.7751825,44.4525123942982,20.167166406458076,24.285344990816984
10km,-95.3102505,32.3352505,36.43594637784091,16.494345664978027,19.94160088625821
10km,-95.3102505,34.4820384,47.06473567269065,20.054532701318916,27.01020284132524
10km,-95.3102505,35.7111198,44.99503846602006,18.641978480599143,26.353059855374422
10km,-95.3102505,37.2639041,47.592484040693805,19.493875806981865,28.098608363758434
10km,-95.3102505,37.6045688,45.961958625099875,18.83816432952881,27.12379481575706
10km,-95.3102505,37.9435853,44.797891270030625,18.33270688490434,26.46518464521928
10km,-95.3102505,38.2809328,43.42426889592951,17.598770705136385,25.82549810409546
10km,-95.3102505,38.6165913,43.93349491466176,17.611138994043525,26.322355183688078
10km,-95.3102505,39.2827652,44.518888993696734,17.496478427540172,27.022410306063566
10km,-95.275252,38.4889038,43.95273581418124,17.704357797449287,26.248377799987793
10km,-95.2686366,38.615768,43.98580282384699,17.64797167344527,26.33783132379705
10km,-95.2684437,38.9107835,43.86891174316406,17.418828400698576,26.450083819302645
10km,-95.260098,29.7186036,44.55391450361772,20.23215762051669,24.32175653631037
10km,-95.2505173,35.7975986,45.14162973924117,18.676736094734885,26.46489316766912
10km,-95.1863603,38.775007,44.01742094213312,17.589710669084027,26.427709926258434
10km,-95.1849219,33.1959954,39.63858413696289,17.52363361011852,22.114949919960715
10km,-95.1849219,39.8245628,43.62468563426625,16.843073974956166,26.781611529263582
10km,-95.1849219,43.4049388,44.58445878462358,14.899654626846313,29.68480413610285
10km,-95.1432068,31.0687648,41.0620945150202,18.458538749001242,22.603556156158447
10km,-95.1432068,31.7981828,37.72770725597035,17.070801258087158,20.65690664811568
10km,-95.1432068,36.7571907,46.90946821732955,19.25850820541382,27.65096022865989
10km,-95.1146533,29.7760599,46.18561753359708,20.977449070323598,25.20816846327348
10km,-95.0899613,37.0372916,47.22975574840199,19.415870796550404,27.81388421492143
10km,-95.0802398,34.950932,46.22163252397017,19.501102794300426,26.720530249855734
10km,-95.0733077,37.8958708,45.20861538973722,18.61395974592729,26.59465573050759
10km,-95.0513172,29.4607876,45.14286986264315,20.57923832806674,24.563631447878752
10km,-95.018246,39.1713075,44.79078483581543,17.78828950361772,27.00249533219771
10km,-94.9974461,32.9567043,37.995637373490766,17.15374651822177,20.841891288757324
10km,-94.9774274,29.7355047,47.22829315879128,21.457774075594816,25.770518693056975
10km,-94.976654,32.7099747,36.94585557417436,16.8754769672047,20.070378737016156
10km,-94.976654,33.2493126,39.815028710798785,17.698265119032428,22.116763418371026
10km,-94.976654,33.6072302,43.197663047096945,18.83843387256969,24.35922861099243
10km,-94.976654,35.8994729,46.30300175059926,19.10227190364491,27.20072954351252
10km,-94.969956,35.91537,46.321674607016824,19.105008992281828,27.216665874827992
10km,-94.9249499,34.3934357,48.01370898160067,20.65080096504905,27.36290862343528
10km,-94.8520636,29.3763499,44.51163101196289,20.306678035042502,24.204953410408713
10km,-94.8520636,38.845412,44.320514852350406,17.83098489587957,26.48952952298251
10km,-94.8382948,38.4258511,44.15805521878329,17.98159898411144,26.17645606127652
10km,-94.8263281,33.8956647,46.20848326249556,20.017319029027764,26.19116414677013
10km,-94.8105955,30.1633593,48.16050122000954,21.724048787897285,26.436451825228605
10km,-94.8105955,30.7150882,45.036828301169656,20.37868937579068,24.658138838681307
10km,-94.8105955,32.1741887,35.07874922318892,16.286152319474652,18.79259729385376
10km,-94.8105955,34.1481711,47.93879413604736,20.72238167849454,27.216411677273836
10km,-94.8105955,36.4263135,46.669069810347125,19.12791564247825,27.54115408117121
10km,-94.8105955,36.7710787,47.63394113020463,19.491875084963713,28.142066435380414
10km,-94.8105955,37.1142482,47.253067363392226,19.471067688681863,27.781999588012695
10km,-94.8105955,37.455799,46.72697708823464,19.280941703102805,27.4460354718295
10km,-94.8105955,37.7957092,43.712262933904476,18.11393776806918,25.59832425550981
10km,-94.8105955,38.1339574,44.33002419905229,18.250595352866434,26.07942884618586
10km,-94.8105955,38.6381689,44.19367998296564,17.904355786063455,26.289324673739348
10km,-94.7977277,36.2050851,46.98128734935414,19.256684259934858,27.724603566256437
10km,-94.7880057,36.9545117,47.37544735995206,19.455929322676226,27.91951708360152
10km,-94.7691586,33.122847,39.13194821097634,17.636738473718818,21.49520982395519
10km,-94.7691586,35.5155322,46.48965627496893,19.30466296456077,27.184993917291816
10km,-94.7391045,34.0292764,47.101238077337094,20.410443609411065,26.6907940344377
10km,-94.7355042,37.0236759,46.99781487204812,19.333402026783336,27.664413018660113
10km,-94.70496,37.410884,47.28861149874601,19.509877248243853,27.778734814036977
10km,-94.7043982,37.1708926,46.79316659407182,19.297628142616965,27.49553819136186
10km,-94.6863782,29.7524956,47.841683561151676,21.751737117767334,26.089946009896018
10km,-94.6853287,30.6497617,47.11809886585582,21.286011219024658,25.83208769018
10km,-94.6826961,29.7730001,48.01827621459961,21.822341572154652,26.19593433900313
10km,-94.6500907,34.6458101,49.09888423572887,21.029472741213713,28.069411451166328
10km,-94.645035,31.6353071,40.085111097856,18.371441754427824,21.71366973356767
10km,-94.645035,34.8622042,45.74003028869629,19.40593533082442,26.334095001220703
10km,-94.645035,35.9127307,45.890507437966086,18.81172765385021,27.078779914162375
10km,-94.6055102,37.2744997,46.99155235290527,19.40078340877186,27.590768900784578
10km,-94.5318982,38.8119527,45.850415836681016,18.572669245980002,27.27774602716619
10km,-94.479976,33.4473287,42.46948519620028,18.884028434753418,23.58545550433072
