buffer,lon,lat,year,TIN,NO3,NH4
10km,-89.6501481,39.7817213,2015,41.31687545776367,14.583534240722656,26.733339309692383
10km,-89.6501481,39.7817213,2016,38.02431869506836,14.29715347290039,23.727163314819336
10km,-89.6501481,39.7817213,2017,34.580257415771484,11.716802597045898,22.863454818725586
10km,-89.6501481,39.7817213,2018,46.621341705322266,16.278785705566406,30.342554092407227
10km,-89.6501481,39.7817213,2019,49.425926208496094,17.33664321899414,32.08927917480469
10km,-89.6501481,39.7817213,2020,35.44587707519531,12.238617897033691,23.207258224487305
10km,-89.6628111,35.7838834,1999,37.55904769897461,21.615489959716797,15.943556785583496
10km,-89.6628111,35.7838834,2000,41.351844787597656,22.36207389831543,18.989770889282227
10km,-89.6628111,35.7838834,2001,44.35409164428711,23.801158905029297,20.552932739257812
10km,-89.6628111,35.7838834,2002,44.91040802001953,24.023529052734375,20.886878967285156
10km,-89.6628111,35.7838834,2003,56.80746841430664,27.910558700561523,28.89691162109375
10km,-89.6628111,35.7838834,2004,45.55976486206055,24.05463981628418,21.505123138427734
10km,-89.6628111,35.7838834,2005,35.99382781982422,18.541141510009766,17.45268440246582
10km,-89.6628111,35.7838834,2006,47.50422286987305,24.032451629638672,23.47177505493164
10km,-89.6628111,35.7838834,2007,32.85417175292969,16.485332489013672,16.36883544921875
10km,-89.6628111,35.7838834,2008,39.74225616455078,19.25084686279297,20.49140739440918
10km,-89.6628111,35.7838834,2009,42.48695373535156,19.368627548217773,23.118324279785156
10km,-89.6628111,35.7838834,2010,29.142791748046875,13.515071868896484,15.62771987915039
10km,-89.6628111,35.7838834,2011,59.69998550415039,24.560718536376953,35.13926696777344
10km,-89.6628111,35.7838834,2012,31.27890396118164,13.85050106048584,17.428403854370117
10km,-89.6628111,35.7838834,2013,45.11845397949219,19.286029815673828,25.832426071166992
10km,-89.6628111,35.7838834,2014,41.01156234741211,17.213176727294922,23.798383712768555
10km,-89.6628111,35.7838834,2015,37.584571838378906,15.081514358520508,22.503055572509766
10km,-89.6628111,35.7838834,2016,39.50172424316406,16.473644256591797,23.028079986572266
10km,-89.6628111,35.7838834,2017,40.454071044921875,15.518228530883789,24.935842514038086
10km,-89.6628111,35.7838834,2018,49.46397399902344,19.81661033630371,29.647361755371094
10km,-89.6628111,35.7838834,2019,50.050045013427734,19.486133575439453,30.56391143798828
10km,-89.6628111,35.7838834,2020,34.621376037597656,13.401762008666992,21.219614028930664
10km,-89.7495696,33.6837433,1999,35.55598068237305,20.41265296936035,15.143325805664062
10km,-89.7495696,33.6837433,2000,36.048587799072266,20.091978073120117,15.9566068649292
10km,-89.7495696,33.6837433,2001,48.66014862060547,26.4049072265625,22.2552433013916
10km,-89.7495696,33.6837433,2002,45.82337951660156,24.927078247070312,20.896299362182617
10km,-89.7495696,33.6837433,2003,53.624210357666016,25.270490646362305,28.35371971130371
10km,-89.7495696,33.6837433,2004,45.94656753540039,24.404664993286133,21.541902542114258
10km,-89.7495696,33.6837433,2005,39.63846969604492,19.59375762939453,20.04471206665039
10km,-89.7495696,33.6837433,2006,38.43684768676758,19.385828018188477,19.0510196685791
10km,-89.7495696,33.6837433,2007,28.02629280090332,13.90182876586914,14.124464988708496
10km,-89.7495696,33.6837433,2008,42.55562973022461,19.934743881225586,22.62088966369629
10km,-89.7495696,33.6837433,2009,46.46721267700195,21.43132972717285,25.0358829498291
10km,-89.7495696,33.6837433,2010,27.622055053710938,13.189674377441406,14.432378768920898
10km,-89.7495696,33.6837433,2011,45.324710845947266,21.209787368774414,24.11492347717285
10km,-89.7495696,33.6837433,2012,35.718544006347656,17.60104751586914,18.11749839782715
10km,-89.7495696,33.6837433,2013,37.85434341430664,16.96854019165039,20.885801315307617
10km,-89.7495696,33.6837433,2014,32.814208984375,15.162126541137695,17.652082443237305
10km,-89.7495696,33.6837433,2015,34.74142074584961,14.441719055175781,20.299701690673828
10km,-89.7495696,33.6837433,2016,27.354127883911133,12.807147979736328,14.546977996826172
10km,-89.7495696,33.6837433,2017,29.346708297729492,13.213393211364746,16.13331413269043
10km,-89.7495696,33.6837433,2018,35.41806411743164,16.26900863647461,19.1490535736084
10km,-89.7495696,33.6837433,2019,44.34212875366211,18.779705047607422,25.562423706054688
10km,-89.7495696,33.6837433,2020,36.89965057373047,15.625182151794434,21.27446746826172
10km,-89.7755338,37.723555,1999,53.83360290527344,29.749296188354492,24.084304809570312
10km,-89.7755338,37.723555,2000,41.622222900390625,22.847637176513672,18.774585723876953
10km,-89.7755338,37.723555,2001,52.08736038208008,27.2379150390625,24.84944725036621
10km,-89.7755338,37.723555,2002,51.76205062866211,25.62574005126953,26.13631248474121
10km,-89.7755338,37.723555,2003,47.66729736328125,23.09724998474121,24.570049285888672
10km,-89.7755338,37.723555,2004,44.317752838134766,22.19468879699707,22.12306785583496
10km,-89.7755338,37.723555,2005,40.28676223754883,19.377775192260742,20.908985137939453
10km,-89.7755338,37.723555,2006,52.95085525512695,25.09926986694336,27.851585388183594
10km,-89.7755338,37.723555,2007,36.723941802978516,17.016525268554688,19.70741844177246
10km,-89.7755338,37.723555,2008,51.376983642578125,23.969221115112305,27.407760620117188
10km,-89.7755338,37.723555,2009,46.30659866333008,19.432018280029297,26.87458038330078
10km,-89.7755338,37.723555,2010,32.93608093261719,14.649499893188477,18.286579132080078
10km,-89.7755338,37.723555,2011,61.2852897644043,24.529165267944336,36.75612258911133
10km,-89.7755338,37.723555,2012,32.29127883911133,13.592726707458496,18.69855308532715
10km,-89.7755338,37.723555,2013,42.816184997558594,17.53424072265625,25.281940460205078
10km,-89.7755338,37.723555,2014,39.06075668334961,15.494532585144043,23.566226959228516
10km,-89.7755338,37.723555,2015,47.21226119995117,17.5645751953125,29.647687911987305
10km,-89.7755338,37.723555,2016,38.451412200927734,15.135791778564453,23.31561851501465
10km,-89.7755338,37.723555,2017,42.991390228271484,15.360894203186035,27.630496978759766
10km,-89.7755338,37.723555,2018,49.471839904785156,18.082345962524414,31.38949203491211
10km,-89.7755338,37.723555,2019,50.46332550048828,18.255430221557617,32.2078971862793
10km,-89.7755338,37.723555,2020,38.48853302001953,13.737686157226562,24.750844955444336
10km,-89.7755338,40.7156396,1999,50.07940673828125,26.53390884399414,23.545495986938477
10km,-89.7755338,40.7156396,2000,41.319305419921875,20.981739044189453,20.337566375732422
10km,-89.7755338,40.7156396,2001,52.70063400268555,25.981952667236328,26.71868133544922
10km,-89.7755338,40.7156396,2002,48.541297912597656,23.243885040283203,25.297414779663086
10km,-89.7755338,40.7156396,2003,46.128665924072266,20.647871017456055,25.480796813964844
10km,-89.7755338,40.7156396,2004,41.082820892333984,18.81878662109375,22.264034271240234
10km,-89.7755338,40.7156396,2005,31.385974884033203,14.50090503692627,16.88507080078125
10km,-89.7755338,40.7156396,2006,46.568729400634766,20.233322143554688,26.335407257080078
10km,-89.7755338,40.7156396,2007,48.43827438354492,20.377004623413086,28.0612735748291
10km,-89.7755338,40.7156396,2008,45.64155197143555,19.733610153198242,25.907939910888672
10km,-89.7755338,40.7156396,2009,61.19131088256836,23.234529495239258,37.956783294677734
10km,-89.7755338,40.7156396,2010,48.32746505737305,20.312679290771484,28.01478385925293
10km,-89.7755338,40.7156396,2011,52.767391204833984,20.31155014038086,32.455841064453125
10km,-89.7755338,40.7156396,2012,37.49981689453125,14.14324951171875,23.356569290161133
10km,-89.7755338,40.7156396,2013,48.06665802001953,16.977750778198242,31.088903427124023
10km,-89.7755338,40.7156396,2014,44.3176383972168,16.564409255981445,27.75322914123535
10km,-89.7755338,40.7156396,2015,48.77459716796875,16.61689567565918,32.15769958496094
10km,-89.7755338,40.7156396,2016,39.08913040161133,14.054207801818848,25.03492546081543
10km,-89.7755338,40.7156396,2017,40.9948844909668,13.103272438049316,27.89160919189453
10km,-89.7755338,40.7156396,2018,44.745460510253906,15.006760597229004,29.73870086669922
10km,-89.7755338,40.7156396,2019,52.016807556152344,18.02444076538086,33.992366790771484
10km,-89.7755338,40.7156396,2020,36.077388763427734,11.832147598266602,24.245241165161133
10km,-89.7948452,43.1766586,1999,51.36300277709961,25.88553810119629,25.477460861206055
10km,-89.7948452,43.1766586,2000,54.756622314453125,26.19603729248047,28.560585021972656
10km,-89.7948452,43.1766586,2001,56.44915008544922,26.792110443115234,29.65703773498535
10km,-89.7948452,43.1766586,2002,47.270774841308594,21.695566177368164,25.575206756591797
10km,-89.7948452,43.1766586,2003,42.94295883178711,18.898155212402344,24.044803619384766
10km,-89.7948452,43.1766586,2004,49.3103141784668,21.363807678222656,27.94650650024414
10km,-89.7948452,43.1766586,2005,36.309017181396484,15.867087364196777,20.441930770874023
10km,-89.7948452,43.1766586,2006,53.004638671875,22.088333129882812,30.916305541992188
10km,-89.7948452,43.1766586,2007,49.857234954833984,20.626291275024414,29.230941772460938
10km,-89.7948452,43.1766586,2008,50.91519546508789,21.574827194213867,29.340364456176758
10km,-89.7948452,43.1766586,2009,40.87160110473633,15.605185508728027,25.266416549682617
10km,-89.7948452,43.1766586,2010,46.20058059692383,17.84547996520996,28.355098724365234
10km,-89.7948452,43.1766586,2011,41.91669464111328,16.049381256103516,25.8673095703125
10km,-89.7948452,43.1766586,2012,37.48014831542969,13.542360305786133,23.937786102294922
10km,-89.7948452,43.1766586,2013,50.414310455322266,17.138198852539062,33.2761116027832
10km,-89.7948452,43.1766586,2014,41.16862869262695,13.729658126831055,27.43897247314453
10km,-89.7948452,43.1766586,2015,44.14054489135742,14.060749053955078,30.079795837402344
10km,-89.7948452,43.1766586,2016,52.00988006591797,16.450468063354492,35.55941390991211
10km,-89.7948452,43.1766586,2017,53.656368255615234,15.733562469482422,37.92280960083008
10km,-89.7948452,43.1766586,2018,62.96123123168945,19.012741088867188,43.948486328125
10km,-89.7948452,43.1766586,2019,51.11027526855469,17.138879776000977,33.97139358520508
10km,-89.7948452,43.1766586,2020,39.33522033691406,11.359319686889648,27.97589874267578
10km,-89.8130356,33.7516314,1999,34.79484558105469,19.93259048461914,14.862252235412598
10km,-89.8130356,33.7516314,2000,35.60208511352539,19.872936248779297,15.729151725769043
10km,-89.8130356,33.7516314,2001,47.52212905883789,25.774951934814453,21.74717903137207
10km,-89.8130356,33.7516314,2002,46.60250473022461,25.290849685668945,21.311655044555664
10km,-89.8130356,33.7516314,2003,53.492881774902344,25.02337074279785,28.469511032104492
10km,-89.8130356,33.7516314,2004,45.803707122802734,24.337608337402344,21.466100692749023
10km,-89.8130356,33.7516314,2005,40.31884765625,19.90017318725586,20.41867446899414
10km,-89.8130356,33.7516314,2006,37.89177703857422,19.060834884643555,18.83094596862793
10km,-89.8130356,33.7516314,2007,27.749473571777344,13.732632637023926,14.016840934753418
10km,-89.8130356,33.7516314,2008,42.053077697753906,19.69016456604004,22.3629150390625
10km,-89.8130356,33.7516314,2009,44.518341064453125,20.633426666259766,23.884916305541992
10km,-89.8130356,33.7516314,2010,26.788000106811523,12.904074668884277,13.883925437927246
10km,-89.8130356,33.7516314,2011,43.23478317260742,19.929311752319336,23.30547332763672
10km,-89.8130356,33.7516314,2012,34.462188720703125,17.169452667236328,17.292734146118164
10km,-89.8130356,33.7516314,2013,37.78914260864258,16.974506378173828,20.81463623046875
10km,-89.8130356,33.7516314,2014,31.693395614624023,14.769630432128906,16.92376708984375
10km,-89.8130356,33.7516314,2015,35.18772506713867,14.560593605041504,20.627132415771484
10km,-89.8130356,33.7516314,2016,26.91330909729004,12.781768798828125,14.13154125213623
10km,-89.8130356,33.7516314,2017,27.487545013427734,12.584845542907715,14.902700424194336
10km,-89.8130356,33.7516314,2018,35.791595458984375,16.66997528076172,19.121620178222656
10km,-89.8130356,33.7516314,2019,44.00381088256836,18.7603702545166,25.24344253540039
10km,-89.8130356,33.7516314,2020,36.554466247558594,15.583518981933594,20.970945358276367
10km,-89.8130356,41.0795661,1999,52.10503387451172,27.417020797729492,24.688016891479492
10km,-89.8130356,41.0795661,2000,47.25334548950195,23.896886825561523,23.35645866394043
10km,-89.8130356,41.0795661,2001,53.97052001953125,26.479476928710938,27.491046905517578
10km,-89.8130356,41.0795661,2002,47.69745635986328,22.7811222076416,24.916332244873047
10km,-89.8130356,41.0795661,2003,44.68010330200195,19.800678253173828,24.879423141479492
10km,-89.8130356,41.0795661,2004,41.60526657104492,18.722976684570312,22.882287979125977
10km,-89.8130356,41.0795661,2005,27.48269271850586,12.691607475280762,14.791085243225098
10km,-89.8130356,41.0795661,2006,51.0817985534668,22.004331588745117,29.077465057373047
10km,-89.8130356,41.0795661,2007,45.90863037109375,19.255029678344727,26.653596878051758
10km,-89.8130356,41.0795661,2008,42.40491485595703,18.089059829711914,24.31585693359375
10km,-89.8130356,41.0795661,2009,58.580135345458984,21.88266944885254,36.69746780395508
10km,-89.8130356,41.0795661,2010,49.07901382446289,20.28506088256836,28.79395294189453
10km,-89.8130356,41.0795661,2011,55.92034149169922,21.37647819519043,34.54386520385742
10km,-89.8130356,41.0795661,2012,41.70307159423828,15.536956787109375,26.166112899780273
10km,-89.8130356,41.0795661,2013,48.86334228515625,17.279197692871094,31.58414649963379
10km,-89.8130356,41.0795661,2014,42.376792907714844,15.516277313232422,26.860517501831055
10km,-89.8130356,41.0795661,2015,40.114891052246094,13.606624603271484,26.50826644897461
10km,-89.8130356,41.0795661,2016,37.87623977661133,13.536942481994629,24.339298248291016
10km,-89.8130356,41.0795661,2017,44.033668518066406,13.90767765045166,30.125991821289062
10km,-89.8130356,41.0795661,2018,43.11334228515625,14.25464916229248,28.858694076538086
10km,-89.8130356,41.0795661,2019,55.79529571533203,19.195714950561523,36.599586486816406
10km,-89.8130356,41.0795661,2020,35.018310546875,11.28136157989502,23.736948013305664
10km,-89.867933,45.2805416,1999,42.87458038330078,21.131250381469727,21.743330001831055
10km,-89.867933,45.2805416,2000,44.17717361450195,20.308473587036133,23.86870002746582
10km,-89.867933,45.2805416,2001,45.70185089111328,21.12969207763672,24.572158813476562
10km,-89.867933,45.2805416,2002,58.86298751831055,25.99656105041504,32.86642837524414
10km,-89.867933,45.2805416,2003,41.52434158325195,17.868452072143555,23.655885696411133
10km,-89.867933,45.2805416,2004,40.4866943359375,17.76011085510254,22.72658348083496
10km,-89.867933,45.2805416,2005,33.25120162963867,13.87481689453125,19.37638282775879
10km,-89.867933,45.2805416,2006,41.442657470703125,17.224454879760742,24.218202590942383
10km,-89.867933,45.2805416,2007,35.86494064331055,13.902682304382324,21.962257385253906
10km,-89.867933,45.2805416,2008,30.603734970092773,12.654271125793457,17.949462890625
10km,-89.867933,45.2805416,2009,27.732797622680664,10.501341819763184,17.231454849243164
10km,-89.867933,45.2805416,2010,32.80722427368164,12.680511474609375,20.1267147064209
10km,-89.867933,45.2805416,2011,39.075889587402344,14.639280319213867,24.436609268188477
10km,-89.867933,45.2805416,2012,44.504146575927734,15.19618034362793,29.307964324951172
10km,-89.867933,45.2805416,2013,48.03628158569336,15.715880393981934,32.320396423339844
10km,-89.867933,45.2805416,2014,39.564083099365234,13.653853416442871,25.910232543945312
10km,-89.867933,45.2805416,2015,32.12473678588867,10.498069763183594,21.626665115356445
10km,-89.867933,45.2805416,2016,38.7437629699707,12.361227035522461,26.382539749145508
10km,-89.867933,45.2805416,2017,43.77678680419922,12.634713172912598,31.142072677612305
10km,-89.867933,45.2805416,2018,39.51734924316406,11.508645057678223,28.008703231811523
10km,-89.867933,45.2805416,2019,44.6903076171875,14.379608154296875,30.310699462890625
10km,-89.867933,45.2805416,2020,32.90987777709961,9.491629600524902,23.418249130249023
10km,-89.8925736,30.6490783,1999,41.20939636230469,25.26875877380371,15.94063949584961
10km,-89.8925736,30.6490783,2000,29.443098068237305,17.309043884277344,12.134052276611328
10km,-89.8925736,30.6490783,2001,43.867637634277344,25.375839233398438,18.49180030822754
10km,-89.8925736,30.6490783,2002,42.141361236572266,24.537290573120117,17.604068756103516
10km,-89.8925736,30.6490783,2003,48.611663818359375,24.42229652404785,24.18936538696289
10km,-89.8925736,30.6490783,2004,33.389896392822266,19.480743408203125,13.909154891967773
10km,-89.8925736,30.6490783,2005,48.302799224853516,22.60947608947754,25.693323135375977
10km,-89.8925736,30.6490783,2006,40.76441192626953,20.55752944946289,20.206878662109375
10km,-89.8925736,30.6490783,2007,37.636356353759766,18.838485717773438,18.797870635986328
10km,-89.8925736,30.6490783,2008,40.920413970947266,19.437395095825195,21.48301887512207
10km,-89.8925736,30.6490783,2009,36.50363540649414,16.586177825927734,19.917457580566406
10km,-89.8925736,30.6490783,2010,27.82181167602539,15.015974044799805,12.805838584899902
10km,-89.8925736,30.6490783,2011,41.475486755371094,18.318653106689453,23.15683364868164
10km,-89.8925736,30.6490783,2012,42.999717712402344,21.39451026916504,21.605209350585938
10km,-89.8925736,30.6490783,2013,38.43364334106445,17.461246490478516,20.972396850585938
10km,-89.8925736,30.6490783,2014,37.51130676269531,18.398656845092773,19.11264991760254
10km,-89.8925736,30.6490783,2015,41.63778305053711,18.03419303894043,23.60359001159668
10km,-89.8925736,30.6490783,2016,37.223960876464844,16.991086959838867,20.232872009277344
10km,-89.8925736,30.6490783,2017,44.55234146118164,20.627893447875977,23.92444610595703
10km,-89.8925736,30.6490783,2018,34.83866500854492,17.242448806762695,17.59621810913086
10km,-89.8925736,30.6490783,2019,43.22217559814453,18.383764266967773,24.838411331176758
10km,-89.8925736,30.6490783,2020,35.604244232177734,15.279088973999023,20.32515525817871
10km,-89.9253233,30.4357418,1999,40.89134979248047,25.561426162719727,15.32992172241211
10km,-89.9253233,30.4357418,2000,29.825138092041016,17.766075134277344,12.059062957763672
10km,-89.9253233,30.4357418,2001,45.28875732421875,26.042797088623047,19.24595832824707
10km,-89.9253233,30.4357418,2002,42.293243408203125,24.351322174072266,17.941919326782227
10km,-89.9253233,30.4357418,2003,53.60289764404297,26.866182327270508,26.73671531677246
10km,-89.9253233,30.4357418,2004,36.19514846801758,20.691843032836914,15.503305435180664
10km,-89.9253233,30.4357418,2005,47.16197204589844,22.956274032592773,24.205698013305664
10km,-89.9253233,30.4357418,2006,37.544158935546875,19.25419044494629,18.289968490600586
10km,-89.9253233,30.4357418,2007,40.966712951660156,20.403976440429688,20.5627384185791
10km,-89.9253233,30.4357418,2008,40.70253372192383,19.474897384643555,21.227638244628906
10km,-89.9253233,30.4357418,2009,37.6335563659668,17.413705825805664,20.219850540161133
10km,-89.9253233,30.4357418,2010,29.458885192871094,15.49972152709961,13.959162712097168
10km,-89.9253233,30.4357418,2011,39.070987701416016,17.361024856567383,21.709962844848633
10km,-89.9253233,30.4357418,2012,44.81600570678711,22.286090850830078,22.5299129486084
10km,-89.9253233,30.4357418,2013,38.71735763549805,17.48175621032715,21.2356014251709
10km,-89.9253233,30.4357418,2014,39.28794860839844,19.18450355529785,20.103445053100586
10km,-89.9253233,30.4357418,2015,39.0958137512207,16.710372924804688,22.38544464111328
10km,-89.9253233,30.4357418,2016,36.75733184814453,16.61463737487793,20.1426944732666
10km,-89.9253233,30.4357418,2017,42.31163787841797,19.21507453918457,23.0965633392334
10km,-89.9253233,30.4357418,2018,33.62959289550781,16.36897087097168,17.2606201171875
10km,-89.9253233,30.4357418,2019,42.495338439941406,18.229082107543945,24.266258239746094
10km,-89.9253233,30.4357418,2020,34.140777587890625,14.744732856750488,19.39604377746582
10km,-89.9253233,40.2271003,1999,49.7929801940918,26.42030906677246,23.372669219970703
10km,-89.9253233,40.2271003,2000,43.79338455200195,22.58013916015625,21.213247299194336
10km,-89.9253233,40.2271003,2001,49.51681137084961,24.605953216552734,24.910858154296875
10km,-89.9253233,40.2271003,2002,51.847511291503906,24.98163604736328,26.865875244140625
10km,-89.9253233,40.2271003,2003,50.27578353881836,22.878620147705078,27.39716148376465
10km,-89.9253233,40.2271003,2004,40.361167907714844,18.728816986083984,21.632352828979492
10km,-89.9253233,40.2271003,2005,28.652244567871094,13.312211036682129,15.340035438537598
10km,-89.9253233,40.2271003,2006,44.47062683105469,19.346506118774414,25.124122619628906
10km,-89.9253233,40.2271003,2007,39.16960906982422,16.91193389892578,22.257675170898438
10km,-89.9253233,40.2271003,2008,47.639434814453125,20.945720672607422,26.693714141845703
10km,-89.9253233,40.2271003,2009,60.666290283203125,23.795318603515625,36.8709716796875
10km,-89.9253233,40.2271003,2010,50.236488342285156,21.275005340576172,28.96148109436035
10km,-89.9253233,40.2271003,2011,48.6683349609375,18.893770217895508,29.774564743041992
10km,-89.9253233,40.2271003,2012,31.994953155517578,12.01589298248291,19.979061126708984
10km,-89.9253233,40.2271003,2013,50.60736083984375,18.05360221862793,32.55376052856445
10km,-89.9253233,40.2271003,2014,46.042911529541016,17.25629234313965,28.786623001098633
10km,-89.9253233,40.2271003,2015,46.15214157104492,15.835689544677734,30.31645393371582
10km,-89.9253233,40.2271003,2016,36.78342819213867,13.45755386352539,23.325876235961914
10km,-89.9253233,40.2271003,2017,40.074615478515625,12.965948104858398,27.108667373657227
10km,-89.9253233,40.2271003,2018,42.50386428833008,14.431305885314941,28.072559356689453
10km,-89.9253233,40.2271003,2019,45.41456985473633,15.845945358276367,29.568626403808594
10km,-89.9253233,40.2271003,2020,31.607290267944336,10.680688858032227,20.92660140991211
10km,-89.9253233,43.4066375,1999,54.302513122558594,26.887269973754883,27.415245056152344
10km,-89.9253233,43.4066375,2000,55.88512420654297,26.29397964477539,29.591140747070312
10km,-89.9253233,43.4066375,2001,57.78339385986328,26.96099853515625,30.8223934173584
10km,-89.9253233,43.4066375,2002,51.907249450683594,23.495512008666992,28.41173553466797
10km,-89.9253233,43.4066375,2003,44.12082290649414,19.06515121459961,25.055673599243164
10km,-89.9253233,43.4066375,2004,54.287696838378906,23.162622451782227,31.125078201293945
10km,-89.9253233,43.4066375,2005,38.338809967041016,16.502702713012695,21.836109161376953
10km,-89.9253233,43.4066375,2006,51.22718811035156,21.171344757080078,30.055843353271484
10km,-89.9253233,43.4066375,2007,49.093406677246094,20.2891788482666,28.804229736328125
10km,-89.9253233,43.4066375,2008,52.192989349365234,22.03376579284668,30.159223556518555
10km,-89.9253233,43.4066375,2009,36.3437385559082,13.83762264251709,22.50611686706543
10km,-89.9253233,43.4066375,2010,47.3068962097168,18.161603927612305,29.145292282104492
10km,-89.9253233,43.4066375,2011,42.757076263427734,16.139101028442383,26.61797523498535
10km,-89.9253233,43.4066375,2012,38.11143493652344,13.492667198181152,24.61876678466797
10km,-89.9253233,43.4066375,2013,47.919254302978516,16.013866424560547,31.90538787841797
10km,-89.9253233,43.4066375,2014,44.04819869995117,14.652158737182617,29.39603614807129
10km,-89.9253233,43.4066375,2015,43.798221588134766,13.782303810119629,30.01591682434082
10km,-89.9253233,43.4066375,2016,55.22532653808594,17.298145294189453,37.92718505859375
10km,-89.9253233,43.4066375,2017,54.3801383972168,15.83334732055664,38.54678726196289
10km,-89.9253233,43.4066375,2018,63.15471267700195,19.025146484375,44.12956237792969
10km,-89.9253233,43.4066375,2019,53.68829345703125,17.983495712280273,35.70479965209961
10km,-89.9253233,43.4066375,2020,42.167503356933594,12.146833419799805,30.020666122436523
10km,-89.9782118,32.8855659,1999,45.90494918823242,27.03132438659668,18.873626708984375
10km,-89.9782118,32.8855659,2000,37.87367248535156,20.35118865966797,17.522483825683594
10km,-89.9782118,32.8855659,2001,46.98381805419922,25.03361701965332,21.9502010345459
10km,-89.9782118,32.8855659,2002,42.61726760864258,22.963390350341797,19.65387725830078
10km,-89.9782118,32.8855659,2003,46.105770111083984,22.406152725219727,23.699615478515625
10km,-89.9782118,32.8855659,2004,39.380126953125,20.844165802001953,18.53596305847168
10km,-89.9782118,32.8855659,2005,40.25002670288086,19.804645538330078,20.445384979248047
10km,-89.9782118,32.8855659,2006,40.01788330078125,20.22469711303711,19.793188095092773
10km,-89.9782118,32.8855659,2007,25.440767288208008,12.733040809631348,12.707727432250977
10km,-89.9782118,32.8855659,2008,42.22003173828125,20.312652587890625,21.907379150390625
10km,-89.9782118,32.8855659,2009,42.17640686035156,19.48172378540039,22.69468116760254
10km,-89.9782118,32.8855659,2010,25.608558654785156,12.212761878967285,13.395795822143555
10km,-89.9782118,32.8855659,2011,41.50322723388672,19.580812454223633,21.922414779663086
10km,-89.9782118,32.8855659,2012,44.94691848754883,20.683597564697266,24.263322830200195
10km,-89.9782118,32.8855659,2013,37.47333526611328,16.32645606994629,21.146879196166992
10km,-89.9782118,32.8855659,2014,35.828433990478516,15.786962509155273,20.041473388671875
10km,-89.9782118,32.8855659,2015,31.655139923095703,13.780095100402832,17.875043869018555
10km,-89.9782118,32.8855659,2016,29.891218185424805,12.851532936096191,17.039688110351562
10km,-89.9782118,32.8855659,2017,38.50213623046875,15.198744773864746,23.30339241027832
10km,-89.9782118,32.8855659,2018,33.17592239379883,14.019776344299316,19.15614891052246
10km,-89.9782118,32.8855659,2019,49.54034423828125,19.699609756469727,29.840730667114258
10km,-89.9782118,32.8855659,2020,47.12112045288086,19.105703353881836,28.01541519165039
10km,-89.9872941,29.2366172,1999,46.68484115600586,27.78889274597168,18.895950317382812
10km,-89.9872941,29.2366172,2000,33.36000442504883,19.386615753173828,13.973386764526367
10km,-89.9872941,29.2366172,2001,39.051666259765625,21.857643127441406,17.19402313232422
10km,-89.9872941,29.2366172,2002,54.63436508178711,29.98455047607422,24.64981460571289
10km,-89.9872941,29.2366172,2003,48.587440490722656,24.9559383392334,23.63150405883789
10km,-89.9872941,29.2366172,2004,46.66999435424805,24.847217559814453,21.822778701782227
10km,-89.9872941,29.2366172,2005,48.770843505859375,24.725683212280273,24.0451602935791
10km,-89.9872941,29.2366172,2006,40.7059440612793,20.670455932617188,20.03548812866211
10km,-89.9872941,29.2366172,2007,43.40221405029297,21.87197494506836,21.53023910522461
10km,-89.9872941,29.2366172,2008,41.23748779296875,20.414470672607422,20.823017120361328
10km,-89.9872941,29.2366172,2009,40.138423919677734,18.899063110351562,21.239362716674805
10km,-89.9872941,29.2366172,2010,38.8770637512207,19.463563919067383,19.41349983215332
10km,-89.9872941,29.2366172,2011,35.7593994140625,16.5267276763916,19.232667922973633
10km,-89.9872941,29.2366172,2012,56.64883041381836,25.778987884521484,30.869844436645508
10km,-89.9872941,29.2366172,2013,42.52489471435547,18.820911407470703,23.703983306884766
10km,-89.9872941,29.2366172,2014,40.68832778930664,18.983320236206055,21.705005645751953
10km,-89.9872941,29.2366172,2015,44.646244049072266,19.175498962402344,25.470741271972656
10km,-89.9872941,29.2366172,2016,50.33539962768555,22.355913162231445,27.9794864654541
10km,-89.9872941,29.2366172,2017,43.67582702636719,18.427364349365234,25.24846076965332
10km,-89.9872941,29.2366172,2018,39.19674301147461,17.901979446411133,21.29476547241211
10km,-89.9872941,29.2366172,2019,39.41831588745117,17.124563217163086,22.29375648498535
10km,-89.9872941,29.2366172,2020,34.24412155151367,14.212080001831055,20.03204345703125
10km,-90.0746767,37.2115595,1999,45.09391403198242,24.88565444946289,20.208255767822266
10km,-90.0746767,37.2115595,2000,39.69414520263672,22.29990005493164,17.39424705505371
10km,-90.0746767,37.2115595,2001,50.57376480102539,26.590553283691406,23.983213424682617
10km,-90.0746767,37.2115595,2002,64.03377532958984,32.42904281616211,31.604734420776367
10km,-90.0746767,37.2115595,2003,54.19078826904297,26.79595184326172,27.39483642578125
10km,-90.0746767,37.2115595,2004,40.54496383666992,21.146310806274414,19.398651123046875
10km,-90.0746767,37.2115595,2005,39.91501235961914,19.683135986328125,20.231876373291016
10km,-90.0746767,37.2115595,2006,50.49921798706055,24.59005355834961,25.90916633605957
10km,-90.0746767,37.2115595,2007,38.0903434753418,17.94934844970703,20.140993118286133
10km,-90.0746767,37.2115595,2008,54.035491943359375,25.888694763183594,28.14679527282715
10km,-90.0746767,37.2115595,2009,37.577274322509766,16.451723098754883,21.12555503845215
10km,-90.0746767,37.2115595,2010,34.01112747192383,15.75418758392334,18.256940841674805
